Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death,IsFemale,Occupation_code_0,Occupation_code_1,Occupation_code_2,Occupation_code_3,Occupation_code_4,Occupation_code_5,Occupation_code_6,Occupation_code_7,Occupation_code_8,Occupation_code_9,Occupation_code_10,Occupation_death_mean_age,Age Group,job_safety_level
Q298601,Wes Montgomery,American jazz musician,Male,United States Of America,Artist,1923,1968.0,natural causes,45.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q298649,George Habash,founder of the Popular Front for the Liberation of Palestine (1926-2008),Male,Mandatory Palestine; State Of Palestine,Politician,1926,2008.0,natural causes,82.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q298685,Dr. Seuss,American children's writer and illustrator,Male,United States Of America,Artist,1904,1991.0,natural causes,87.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q298799,Pat Morita,American actor (1932-2005),Male,United States Of America,Artist,1932,2005.0,natural causes,73.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q298818,George Kennedy,American actor (1925-2016),Male,United States Of America,Artist,1925,2016.0,natural causes,91.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q298905,Claude Berri,"French actor, screenwriter, film producer and film director",Male,France,Artist,1934,2009.0,natural causes,75.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q298920,Charles M. Schulz,"American cartoonist, known for creating the comic strip, ""Peanuts""",Male,United States Of America,Athlete,1922,2000.0,natural causes,78.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,2,1
Q298930,Phil Lynott,Irish singer and musician,Male,Ireland,Artist,1949,1986.0,natural causes,37.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q298940,Wouter Weylandt,Belgian road bicycle racer,Male,Belgium,Athlete,1984,2011.0,accident,27.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,0,1
Q299122,Jeff Hanneman,American guitarist,Male,United States Of America,Artist,1964,2013.0,natural causes,49.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q299165,Emílio Garrastazu Médici,Brazilian politician (1905-1985),Male,Brazil,Politician,1905,1985.0,natural causes,80.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q299190,Dirk Bogarde,British actor (1921-1999),Male,United Kingdom,Artist,1921,1999.0,natural causes,78.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q299302,Michael Gough,English actor,Male,United Kingdom,Artist,1916,2011.0,natural causes,95.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q299331,Mario Lanza,American tenor and actor,Male,United States Of America,Artist,1921,1959.0,natural causes,38.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q299364,Nikolai Vatutin,Soviet military officer,Male,Soviet Union; Russian Empire,Military personnel,1901,1944.0,natural causes,43.0,0,0,0,0,0,0,0,0,1,1,1,0,51.9,1,1
Q299509,Kerryn McCann,Australian long distance runner,Female,Australia,Athlete,1967,2008.0,natural causes,41.0,1,0,0,0,0,0,0,0,0,0,1,1,54.9,1,1
Q299513,Alison Des Forges,American historian and human rights activist,Female,United States Of America,Researcher,1942,2009.0,accident,67.0,1,0,0,0,0,0,0,0,0,1,0,0,68.7,2,2
Q299601,Karen Krantzcke,Australian female tennis player,Female,Australia,Athlete,1947,1977.0,natural causes,30.0,1,0,0,0,0,0,0,0,0,0,1,1,54.9,0,1
Q299608,Gaetano Scirea,Italian footballer (1953-1989),Male,Italy,Athlete,1953,1989.0,accident,36.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,0,1
Q299629,Léon M'ba,1st President of Gabon (1902-1967),Male,France; Gabon,Politician,1902,1967.0,natural causes,65.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q299679,Ellie Greenwich,"American pop music singer, songwriter, and record producer (1940-2009)",Female,United States Of America,Artist,1940,2009.0,natural causes,69.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q299693,Djalma Santos,Brazilian association football player (1929-2013),Male,Brazil,Athlete,1929,2013.0,natural causes,84.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,2,1
Q299697,Linda Schele,American mesoamericanist,Female,United States Of America,Researcher,1942,1998.0,natural causes,56.0,1,0,0,0,0,0,0,0,0,1,0,0,68.7,1,2
Q299848,Maria Romero Meneses,Salesian sister,Female,Nicaragua,Nun,1902,1977.0,natural causes,75.0,1,0,0,1,1,1,1,1,0,0,0,1,66.0,2,1
Q299965,Ralph Ellison,"American novelist, literary critic, scholar and writer",Male,United States Of America,Artist,1914,1994.0,natural causes,80.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q299979,Olivera Marković,actress,Female,Serbia; Yugoslavia; Serbia And Montenegro; Kingdom Of Yugoslavia; Federal Republic Of Yugoslavia,Artist,1925,2011.0,natural causes,86.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q299983,Andy Kaufman,American stand-up comedian and actor,Male,United States Of America,Artist,1949,1984.0,natural causes,35.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q300166,Jim Dobbin,British politician (1941-2014),Male,United Kingdom,Politician,1941,2014.0,accident,73.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q300792,Aage Haugland,Danish opera singer,Male,Denmark,Artist,1944,2000.0,natural causes,56.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q300903,Hélène Boucher,French pilot,Female,Allemang,Military personnel,1908,1934.0,accident,26.0,1,0,0,0,0,0,0,0,1,1,1,0,51.9,0,1
Q301362,Angelique Pettyjohn,American actress and burlesque queen (1943-1992),Female,United States Of America,Artist,1943,1992.0,natural causes,49.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q301559,Doug Henning,"Magician, Entertainer (1947-2000)",Male,Canada,Politician,1947,2000.0,natural causes,53.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q301574,Roxanne Kernohan,actress (1960-1993),Female,Canada,Artist,1960,1993.0,accident,33.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q301632,Aaron Allston,American writer,Male,United States Of America,Artist,1960,2014.0,natural causes,54.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q301646,John Gotti,American crime boss,Male,United States Of America,Gangster; extortion,1940,2002.0,natural causes,62.0,0,0,1,0,0,0,1,1,0,0,1,1,62.0,1,1
Q301761,Alexei Ivanovich Hegay,North Korean politician (1908-1953),Male,North Korea; Soviet Union; Russian Empire,Politician,1908,1953.0,suicide,45.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q301791,Pete Candoli,American musician (1923-2008),Male,United States Of America,Artist,1923,2008.0,natural causes,85.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q301951,Jean-Patrick Manchette,French writer,Male,France,Artist,1942,1995.0,natural causes,53.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q302004,Frank Reynolds,Recipient of the Purple Heart medal,Male,United States Of America,Journalist,1923,1983.0,natural causes,60.0,0,0,0,0,0,0,1,0,0,0,0,0,57.8,1,1
Q302091,Aaron Hernandez,American convicted murderer and football player (1989-2017),Male,United States Of America,Athlete,1989,2017.0,suicide,28.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,0,1
Q302296,Stanislas-André Steeman,Belgian writer,Male,Belgium,Artist,1908,1970.0,natural causes,62.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q302437,William Morais,Murdered Brazilian footballer (1991-2011),Male,Brazil,Athlete,1991,2011.0,homicide,20.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,0,1
Q302446,Lolo Ferrari,"French adult model, television presenter, pornographic actress and singer (1963–2000)",Female,France,Artist,1963,2000.0,suicide,37.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q302596,Jack Clement,American musician,Male,United States Of America,Artist,1931,2013.0,natural causes,82.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q302634,Aaron Russo,film producer,Male,United States Of America,Artist,1943,2007.0,natural causes,64.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q302675,Guillermo Cabrera Infante,Cuban writer,Male,Spain; United Kingdom; Cuba,Researcher,1929,2005.0,natural causes,76.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,2,2
Q302709,"Michael Onslow, 7th Earl of Onslow","British politician, nobleman (1938-2011)",Male,United Kingdom,Politician,1938,2011.0,natural causes,73.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q302817,Aaron Swartz,American computer programmer and internet-political activist,Male,United States Of America,Researcher,1986,2013.0,suicide,27.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,0,2
Q303207,Ricky Nelson,"American actor, musician, singer (1940-1985)",Male,United States Of America,Artist,1940,1985.0,accident,45.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q303695,Brad McGann,New Zealand filmmaker,Male,New Zealand,Artist,1964,2007.0,natural causes,43.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q303715,Leonard Frey,actor,Male,United States Of America,Artist,1938,1988.0,natural causes,50.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q304083,Leonid Stein,soviet chess player,Male,Soviet Union,Athlete,1934,1973.0,natural causes,39.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,0,1
Q304342,Stephanie Parker,Welsh actress (1987-2009),Female,United Kingdom,Artist,1987,2009.0,suicide,22.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q304489,Paul Castellano,American mobster,Male,United States Of America,Businessperson,1916,1985.0,homicide,69.0,0,0,0,0,0,0,0,0,0,1,0,1,68.5,2,2
Q304686,Alan Gordon,American songwriter,Male,United States Of America,Artist,1944,2008.0,natural causes,64.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q304828,Macdonald Carey,American actor (1913-1994),Male,United States Of America,Artist,1913,1994.0,natural causes,81.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q304885,Chris Squire,British bass guitarist and songwriter,Male,United Kingdom,Artist,1948,2015.0,natural causes,67.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q304946,Tuts Washington,American Louisiana blues pianist,Male,United States Of America,Artist,1907,1984.0,natural causes,77.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q305107,Tad Danielewski,American film director,Male,United States Of America; Poland,Artist,1921,1993.0,natural causes,72.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q305175,Kōji Tsujitani,"Japanese actor, voice actor, narrator and director of audiography",Male,Japan,Artist,1962,2018.0,natural causes,56.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q305233,Takeshi Aono,"Japanese actor, voice actor and narrator",Male,Japan,Artist,1936,2012.0,natural causes,76.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q305362,Carl Macek,"American writer, producer",Male,United States Of America,Artist,1951,2010.0,natural causes,59.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q305775,Abba Kovner,"Jewish Hebrew poet, writer, and partisan leader",Male,Israel,Artist,1918,1987.0,natural causes,69.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q305860,Abbas Ali Khalatbari,Iranian diplomat and politician (1912-1979),Male,Iran,Politician,1912,1979.0,capital punishment,67.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q305866,Abbas Bahri,Tunisian mathematician,Male,Tunisia,Researcher,1955,2016.0,natural causes,61.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,1,2
Q305952,Abbas al-Musawi,Lebanese Shia cleric and co-founder and Secretary General of Hezbollah (1952-1992),Male,Lebanon,Politician,1952,1992.0,homicide,40.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,0,1
Q306514,Abbie Hoffman,American political and social activist (1936-1989),Male,United States Of America,Artist,1936,1989.0,suicide,53.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q307168,Abdul Aziz al-Hakim,Iraqi politician (1953-2009),Male,Iraq,Politician,1953,2009.0,natural causes,56.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q307182,Abdel Aziz al-Rantissi,Hamas leader (1947-2004),Male,State Of Palestine,Politician,1947,2004.0,Israeli targeted killings,57.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q307222,Abdul Fatah Younis,Libyan general (1944-2011),Male,Libya,Politician,1944,2011.0,homicide,67.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q307226,Abdel Hakim Amer,Egyptian politician and general (1919-1967),Male,Egypt,Politician,1919,1967.0,suicide,48.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q307231,Abd Al-Halim Abu-Ghazala,Prime Minister of Egypt (1930-2008),Male,Egypt,Artist,1930,2008.0,natural causes,78.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q307494,Abdul Salam Arif,Iraqi politician (1921-1966),Male,Iraq,Politician,1921,1966.0,accident,45.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q307613,Abdullah Yusuf Azzam,Palestinian Sunni Islamic scholar and theologian and founding member of al-Qaeda (1941-1989),Male,State Of Palestine,Politician,1941,1989.0,homicide,48.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q307637,Abdullah ibn Husayn al-Ahmar,Yemeni politician (1933-2007),Male,Yemen,Politician,1933,2007.0,natural causes,74.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q307773,Abdelbaset al-Megrahi,Libyan mass murderer,Male,Libya,Military personnel,1952,2012.0,natural causes,60.0,0,0,0,0,0,0,0,0,1,1,1,0,51.9,1,1
Q308057,Abderrahim Goumri,Moroccan marathon runner,Male,Morocco,Athlete,1976,2013.0,accident,37.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,0,1
Q308123,Abdesslam Yassine,Moroccan politician (1928-2012),Male,Morocco,Artist,1928,2012.0,natural causes,84.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q308154,Abdi İpekçi,Turkish journalist,Male,Turkey,Artist,1929,1979.0,homicide,50.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q308283,Abdolmalek Rigi,Iranian terrorist,Male,Iran,Politician,1979,2010.0,capital punishment,31.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,0,1
Q308401,Abdoulaye Mamani,Poet and novelist (1932-1993),Male,Niger,Artist,1932,1993.0,accident,61.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q308459,Rod Taylor,Australian actor,Male,Australia,Artist,1930,2015.0,natural causes,85.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q308722,James Gandolfini,American actor (1961-2013),Male,United States Of America,Artist,1961,2013.0,natural causes,52.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q309160,Alan Bates,English actor of the 1960s,Male,United Kingdom,Artist,1934,2003.0,natural causes,69.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q309240,Jean Giraud,French comics author (1938–2012),Male,France,Artist,1938,2012.0,natural causes,74.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q309589,Peter Cushing,English actor (1913-1994),Male,United Kingdom; United Kingdom Of Great Britain And Ireland,Artist,1913,1994.0,natural causes,81.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q309643,Ed Gein,American murderer and human trophy collector,Male,United States Of America,Criminal,1906,1984.0,natural causes,78.0,0,0,0,0,0,1,1,1,0,1,0,0,53.9,2,1
Q309650,Isa bin Salman Al Khalifa,1st Emir of Bahrain,Male,Bahrain,Sovereign,1933,1999.0,natural causes,66.0,0,0,0,0,0,0,1,0,0,1,0,1,68.0,1,2
Q309716,Michel Butor,French writer,Male,France,Artist,1926,2016.0,natural causes,90.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q309838,Layne Staley,American rock singer and songwriter,Male,United States Of America,Artist,1967,2002.0,accident,35.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q309840,Francis Gary Powers,American pilot shot down flying a U-2 spy plane over the Soviet Union,Male,United States Of America,Military personnel,1929,1977.0,accident,48.0,0,0,0,0,0,0,0,0,1,1,1,0,51.9,1,1
Q309898,Jean-Louis Barrault,French actor and theatre director (1910–1994),Male,France,Artist,1910,1994.0,natural causes,84.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q309926,Lemmy,British rock musician and singer-songwriter (1945-2015),Male,United Kingdom,Artist,1945,2015.0,natural causes,70.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q309945,Peyo,Belgian comics cartoonist and scriptwriter,Male,Belgium,Artist,1928,1992.0,natural causes,64.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q309950,Shohei Imamura,Japanese film director,Male,Japan,Artist,1926,2006.0,natural causes,80.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q309989,Tyrone Power,American actor (1914-1958),Male,United States Of America,Athlete,1914,1958.0,natural causes,44.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,1,1
Q309993,Chivu Stoica,Prime Minister of Romania (1908-1975),Male,Romania,Politician,1908,1975.0,suicide,67.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q310052,Joe Strummer,"British musician, singer, actor and songwriter (1952-2002)",Male,United Kingdom,Artist,1952,2002.0,natural causes,50.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q310058,"Alan Ball, Jr.",English footballer and manager (1945-2007),Male,United Kingdom,Athlete,1945,2007.0,natural causes,62.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,1,1
Q310062,James Earl Ray,American assassin of Martin Luther King Jr.,Male,United States Of America,Criminal,1928,1998.0,natural causes,70.0,0,0,0,0,0,1,1,1,0,1,0,0,53.9,2,1
Q310067,Carl Woese,American microbiologist,Male,United States Of America,Teacher,1928,2012.0,natural causes,84.0,0,0,0,0,0,0,0,0,0,1,1,1,68.8,2,2
Q310082,David Thompson,sixth Prime Minister of Barbados (1961-2010),Male,Barbados,Politician,1961,2010.0,natural causes,49.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q310111,Christopher Isherwood,English-American novelist,Male,United States Of America; United Kingdom,Artist,1904,1986.0,natural causes,82.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q310129,Nicholas Liverpool,President of Dominica (1934-2015),Male,Dominica,Politician,1934,2015.0,natural causes,81.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q310150,Stewart Granger,British actor (1913-1993),Male,United Kingdom,Athlete,1913,1993.0,natural causes,80.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,2,1
Q310170,Curtis Mayfield,"American singer, songwriter, and record producer",Male,United States Of America,Artist,1942,1999.0,natural causes,57.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q310184,George Balanchine,"Georgian-American choreographer, dancer and ballet master (1904-1983)",Male,United States Of America; Russian Empire,Artist,1904,1983.0,natural causes,79.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q310188,Norman Schwarzkopf Jr.,United States Army general,Male,United States Of America,Military personnel,1934,2012.0,natural causes,78.0,0,0,0,0,0,0,0,0,1,1,1,0,51.9,2,1
Q310217,David Hemmings,"British actor, producer, director, and singer",Male,England,Artist,1941,2003.0,natural causes,62.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q310247,Mohammed Daoud Khan,"politician, first President of Afghanistan (1973-1978)",Male,Afghanistan; Kingdom Of Afghanistan; Republic Of Afghanistan,Politician,1909,1978.0,homicide,69.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q310260,Harold Shipman,English doctor and serial killer,Male,United Kingdom,Physician,1946,2004.0,suicide,58.0,0,0,0,0,0,0,1,1,0,1,0,1,62.6,1,1
Q310339,Carl Perkins,"American recording artist; rockabilly musician, songwriter",Male,United States Of America,Artist,1932,1998.0,natural causes,66.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q310343,Dudley Moore,"English actor, comedian, composer and musician (1935-2002)",Male,United Kingdom,Artist,1935,2002.0,natural causes,67.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q310413,Don Ameche,American actor,Male,United States Of America,Artist,1908,1993.0,natural causes,85.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q310464,Erskine Caldwell,"American novelist, short story writer, travel writer, essayist",Male,United States Of America,Artist,1903,1987.0,natural causes,84.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q310471,Toni Sailer,Austrian alpine skier and actor,Male,Austria,Artist,1935,2009.0,natural causes,74.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q310476,Fats Waller,American jazz pianist and composer,Male,United States Of America,Artist,1904,1943.0,natural causes,39.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q310562,Danilo Kiš,Serbian and Yugoslav novelist,Male,Socialist Federal Republic Of Yugoslavia; Kingdom Of Yugoslavia,Artist,1935,1989.0,natural causes,54.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q310592,Mohammad-Ali Rajai,Iranian Prime Minister and President of Iran (1933-1981),Male,Iran,Politician,1933,1981.0,homicide,48.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q310765,David Bohm,American theoretical physicist,Male,United States Of America; United Kingdom; United Kingdom Of Great Britain And Ireland,Researcher,1917,1992.0,natural causes,75.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,2,2
Q310775,Jean-Claude Duvalier,President of the Republic of Haitu (1951-2014),Male,Haiti,Politician,1951,2014.0,natural causes,63.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q310819,Johnny Carson,American talk show host and magician (1925-2005),Male,United States Of America,Artist,1925,2005.0,natural causes,80.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q310845,Akio Morita,Japanese businessman,Male,Japan,Researcher,1921,1999.0,natural causes,78.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,2,2
Q310860,David Dacko,Prime Minister of the Central African Republic (1930-2003),Male,Central African Republic,Politician,1930,2003.0,natural causes,73.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q310870,Marcelo Caetano,Portuguese politician (1906-1980),Male,Portugal,Researcher,1906,1980.0,natural causes,74.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,2,2
Q310883,André Kolingba,Central African politician (1936-2010),Male,Central African Republic,Politician,1936,2010.0,natural causes,74.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q310934,Hugh Griffith,Welsh actor (1912-1980),Male,Wales; United Kingdom,Artist,1912,1980.0,natural causes,68.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q310939,William Walton,English composer,Male,United Kingdom,Artist,1902,1983.0,natural causes,81.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q310956,Clifford Geertz,American anthropologist,Male,United States Of America,Teacher,1926,2006.0,natural causes,80.0,0,0,0,0,0,0,0,0,0,1,1,1,68.8,2,2
Q310985,Robert Miles,"Swiss-born Italian record producer, composer, musician and DJ",Male,Italy,Artist,1969,2017.0,natural causes,48.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q311019,Boris Berezovsky,"Russian business oligarch, government official, engineer and mathematician (1946-2013)",Male,Russia; Soviet Union,Researcher,1946,2013.0,suicide,67.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,2,2
Q311029,Alf Ramsey,English association football player and manager (1920-1999),Male,United Kingdom,Athlete,1920,1999.0,natural causes,79.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,2,1
Q311037,Väinö Linna,Finnish writer,Male,Finland,Artist,1920,1992.0,natural causes,72.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q311050,Dimebag Darrell,"American guitarist and songwriter, founding member of Pantera and Damageplan",Male,United States Of America,Artist,1966,2004.0,homicide,38.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q311160,Hussein-Ali Montazeri,"Iranian Islamic theologian, Islamic democracy activist, writer and human rights activist (1922-2009)",Male,Iran,Artist,1922,2009.0,natural causes,87.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q311214,Robin Cook,British Labour Party politician (1946-2005),Male,United Kingdom,Politician,1946,2005.0,natural causes,59.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q311263,John Hughes,American filmmaker (1950-2009),Male,United States Of America,Artist,1950,2009.0,natural causes,59.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q311311,Sergei Parajanov,Soviet Armenian and Ukrainian film director (1924-1990),Male,Soviet Union,Artist,1924,1990.0,natural causes,66.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q311317,Isaac Stern,American musician,Male,United States Of America,Artist,1920,2001.0,natural causes,81.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q311421,Jan P. Syse,Norwegian politician (1930-1997),Male,Norway,Politician,1930,1997.0,natural causes,67.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q311450,Billy Preston,"American musician whose work encompassed R&B, rock, soul, funk, and gospel (1946-2006)",Male,United States Of America,Artist,1946,2006.0,natural causes,60.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q311562,William Rehnquist,Chief Justice of the United States (1924-2005),Male,United States Of America,Researcher,1924,2005.0,natural causes,81.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,2,2
Q311648,Dan Wheldon,British racing driver,Male,United Kingdom,Motorcycle racer; racing automobile driver,1978,2011.0,accident,33.0,0,0,0,0,0,1,1,0,0,0,0,0,44.4,0,1
Q311655,Tom Petty,"American singer-songwriter, multi-instrumentalist, record producer, and actor",Male,United States Of America,Artist,1950,2017.0,natural causes,67.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q311669,Shoko Asahara,founder of the Japanese new religious group Aum Shinrikyo,Male,Japan,Artist,1955,2018.0,capital punishment,63.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q311697,Pim Fortuyn,Dutch politician (1948-2002),Male,Kingdom Of The Netherlands,Researcher,1948,2002.0,homicide,54.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,1,2
Q311715,Art Blakey,American jazz drummer and bandleader,Male,United States Of America,Artist,1919,1990.0,natural causes,71.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q311719,Adlai Stevenson II,mid-20th-century Governor of Illinois and Ambassador to the UN (1900-1965),Male,United States Of America,Politician,1900,1965.0,natural causes,65.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q311739,Leônidas,Brazilian footballer and manager (1913-2004),Male,Brazil,Athlete,1913,2004.0,natural causes,91.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,2,1
Q311745,Lawrence Kohlberg,American psychologist,Male,United States Of America,Artist,1927,1987.0,suicide,60.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q311786,Steve Fossett,"American businessman, record-setting aviator, sailor, and adventurer",Male,United States Of America,Businessperson,1944,2007.0,accident,63.0,0,0,0,0,0,0,0,0,0,1,0,1,68.5,1,2
